edad,genero,region,dispositivo,categoria_preferida,nivel_membresia,frecuencia_visitas_mes,tiempo_promedio_sesion_min,paginas_vistas_sesion,items_en_carrito,uso_cupon,dias_desde_ultima_compra,numero_compras_previas,tiene_app,calificacion_promedio_dada,monto_compra_promedio
63,Femenino,Centro,Mobile,Electronica,Oro,2,11.8,21,12,1,157.0,4,0,3.7,324.96
69,Masculino,Norte,Tablet,Electronica,Oro,6,10.0,9,3,0,158.0,2,1,3.4,284.12
22,Femenino,Oeste,Tablet,Ropa,Bronce,6,11.4,22,3,0,3.0,6,1,3.9,263.54
29,Femenino,Sur,Tablet,Ropa,Plata,6,9.6,12,5,0,135.0,10,1,3.1,236.3
33,Masculino,Centro,Tablet,Hogar,Plata,8,3.8,22,5,1,100.0,5,0,4.1,283.41
43,Femenino,Este,Desktop,Hogar,Bronce,7,3.4,4,2,0,11.0,3,1,4.6,202.38
43,Masculino,Norte,Desktop,Hogar,Plata,7,1.8,24,4,0,160.0,7,1,3.1,237.99
65,Masculino,Norte,Desktop,Ropa,Bronce,6,22.7,28,3,0,59.0,6,0,3.8,298.15
38,Femenino,Norte,Mobile,Deportes,Plata,8,11.5,15,2,0,140.0,5,1,4.1,239.57
56,Masculino,Sur,Mobile,Ropa,Oro,9,2.5,28,3,1,79.0,6,1,3.9,264.8
53,Femenino,Centro,Mobile,Libros,Plata,8,2.3,10,4,0,38.0,1,0,3.4,218.12
50,Femenino,Norte,Mobile,Hogar,Bronce,7,24.8,26,4,1,122.0,5,1,4.1,262.64
47,Femenino,Centro,Mobile,Electronica,Bronce,12,16.3,2,1,0,152.0,4,1,2.6,116.57
54,Masculino,Este,Tablet,Hogar,Plata,8,12.9,2,6,1,65.0,9,1,3.4,287.81
40,Masculino,Centro,Desktop,Ropa,Bronce,6,6.3,27,2,0,146.0,9,1,,228.21
27,Femenino,Centro,Mobile,Hogar,Plata,9,3.6,29,2,1,46.0,6,0,2.6,201.03
22,Otro,Centro,Desktop,Electronica,Bronce,7,46.6,13,3,0,125.0,9,1,3.8,258.79
53,Femenino,Oeste,Mobile,Electronica,Oro,8,19.1,12,2,1,56.0,7,1,4.1,291.71
51,Masculino,Sur,Mobile,Deportes,Oro,9,4.3,22,4,1,7.0,2,1,4.4,283.58
69,Femenino,Centro,Desktop,Electronica,Oro,7,22.6,2,3,0,105.0,3,0,2.8,275.81
48,Femenino,Norte,Mobile,Deportes,Bronce,7,17.1,21,3,1,40.0,4,0,5.0,248.37
27,Femenino,Oeste,Desktop,Ropa,Plata,6,4.2,13,4,0,159.0,5,1,4.0,209.2
36,Masculino,Centro,Mobile,Hogar,Bronce,7,6.7,18,1,1,97.0,8,1,3.4,183.28
49,Femenino,Oeste,Mobile,Hogar,Oro,10,2.5,16,3,0,52.0,4,1,3.1,311.26
18,Femenino,Sur,Desktop,Ropa,Bronce,10,1.4,3,0,0,31.0,4,0,3.9,130.26
22,Femenino,Oeste,Mobile,Ropa,Oro,7,15.4,19,1,1,162.0,4,0,4.7,150.21
62,Masculino,Norte,Tablet,Electronica,Plata,10,3.7,17,1,0,7.0,3,0,3.8,257.61
21,Femenino,Centro,Mobile,Electronica,Oro,6,20.6,5,3,0,144.0,2,1,4.2,204.99
33,Femenino,Norte,Mobile,Ropa,Oro,8,65.1,9,2,1,150.0,5,1,3.4,274.27
41,Masculino,Este,Tablet,Hogar,Bronce,7,1.0,3,4,0,91.0,9,1,3.5,249.65
33,Femenino,Oeste,Tablet,Libros,Platino,7,7.7,15,5,0,17.0,6,0,3.2,324.69
19,Femenino,Oeste,Mobile,Deportes,Bronce,8,19.4,26,3,0,125.0,3,0,4.3,202.02
66,Masculino,Oeste,Mobile,Deportes,Platino,9,18.7,16,3,1,4.0,4,1,3.4,366.28
45,Masculino,Sur,Desktop,Deportes,Oro,9,17.1,29,4,1,122.0,3,1,3.0,313.55
49,Femenino,Norte,Mobile,Hogar,Platino,10,5.2,10,6,1,99.0,4,1,3.4,299.76
44,Masculino,Este,Mobile,Ropa,Bronce,7,7.3,3,3,1,163.0,3,0,4.6,131.55
37,Femenino,Sur,Desktop,Libros,Bronce,4,10.8,18,3,0,172.0,5,1,4.3,191.86
41,Masculino,Sur,Desktop,Hogar,Oro,6,43.8,27,2,0,143.0,6,0,3.3,301.76
29,Femenino,Centro,Mobile,Hogar,Platino,7,4.8,11,3,0,61.0,8,1,4.8,320.39
67,Masculino,Este,Mobile,Electronica,Bronce,6,30.8,10,1,0,172.0,2,1,2.7,249.15
52,Femenino,Oeste,Tablet,Ropa,Bronce,10,3.8,3,4,0,21.0,6,1,2.6,209.46
50,Otro,Oeste,Desktop,Ropa,Bronce,7,54.2,25,3,1,77.0,4,1,2.8,303.94
50,Femenino,Centro,Desktop,Deportes,Oro,15,13.3,20,1,1,47.0,5,0,2.8,307.44
68,Femenino,Oeste,Mobile,Ropa,Oro,5,7.5,18,1,0,75.0,5,0,2.7,264.72
60,Masculino,Norte,Mobile,Ropa,Bronce,5,11.4,12,1,1,49.0,7,1,4.2,191.72
54,Femenino,Oeste,Mobile,Libros,Bronce,6,3.8,18,0,1,27.0,7,0,4.0,224.78
29,Masculino,Norte,Mobile,Electronica,Plata,8,3.8,11,2,1,31.0,6,0,4.1,150.16
20,Masculino,Centro,Mobile,Ropa,Bronce,13,1.4,19,3,0,172.0,5,1,4.2,182.0
18,Masculino,Centro,Mobile,Electronica,Oro,8,1.5,24,2,0,32.0,2,1,4.4,296.89
50,Femenino,Norte,Desktop,Hogar,Plata,6,5.1,29,3,0,158.0,0,1,3.0,219.47
57,Femenino,Oeste,Desktop,Libros,Plata,13,17.3,7,3,0,18.0,4,0,4.1,314.87
27,Femenino,Centro,Mobile,Ropa,Oro,5,11.2,17,6,0,125.0,4,1,,251.24
60,Masculino,Centro,Desktop,Deportes,Plata,7,,29,2,1,63.0,2,0,4.9,207.86
61,Masculino,Norte,Desktop,Ropa,Bronce,6,22.9,28,3,0,128.0,5,0,3.1,225.59
46,Otro,Centro,Mobile,Libros,Oro,6,11.0,19,4,0,16.0,8,0,2.6,321.63
30,Masculino,Oeste,Mobile,Deportes,Bronce,7,38.9,21,2,0,163.0,5,0,4.1,199.73
29,Masculino,Centro,Desktop,Deportes,Oro,8,13.3,19,4,0,137.0,7,1,4.4,283.3
48,Masculino,Norte,Mobile,Electronica,Bronce,6,2.3,2,8,0,62.0,7,1,3.2,296.57
63,Femenino,Oeste,Mobile,Libros,Oro,9,7.7,29,1,0,39.0,6,1,3.9,363.78
19,Femenino,Este,Mobile,Hogar,Bronce,7,12.5,4,3,1,179.0,6,1,2.6,129.64
68,Masculino,Norte,Mobile,Ropa,Bronce,6,1.0,16,3,0,115.0,5,0,4.9,164.36
67,Masculino,Este,Tablet,Deportes,Bronce,6,1.0,21,1,1,,5,0,2.8,105.96
52,Femenino,Centro,Desktop,Ropa,Platino,6,1.7,11,1,0,140.0,4,1,2.7,254.12
40,Femenino,Oeste,Mobile,Deportes,Platino,5,3.5,22,2,0,72.0,10,1,2.6,334.5
34,Masculino,Centro,Tablet,Electronica,Bronce,7,6.7,6,6,0,62.0,2,1,3.6,223.71
43,Femenino,Oeste,Desktop,Hogar,Bronce,4,8.0,16,2,1,131.0,8,0,2.7,157.43
25,Masculino,Sur,Desktop,Ropa,Bronce,12,1.8,24,3,1,83.0,2,1,4.4,189.15
46,Masculino,Centro,Mobile,Electronica,Bronce,6,13.4,15,4,0,123.0,4,0,4.7,222.85
43,Femenino,Centro,Desktop,Electronica,Oro,10,10.9,16,3,0,139.0,7,0,3.2,308.23
27,Masculino,Centro,Mobile,Electronica,Plata,4,4.2,11,2,0,136.0,3,0,4.1,104.42
43,Femenino,Norte,Mobile,Ropa,Oro,8,1.0,25,4,1,109.0,6,0,2.6,261.96
51,Masculino,Oeste,Mobile,Ropa,Oro,2,1.0,10,3,0,122.0,10,0,3.5,216.64
68,Masculino,Oeste,Mobile,Hogar,Plata,6,6.0,13,4,0,151.0,5,0,3.2,192.54
58,Otro,Oeste,Mobile,Ropa,Oro,9,2.0,8,6,0,119.0,4,1,3.1,267.85
24,Masculino,Norte,Mobile,Ropa,Bronce,6,5.7,6,4,0,138.0,4,1,4.1,183.63
21,Femenino,Oeste,Desktop,Hogar,Bronce,10,11.9,26,5,1,18.0,7,1,2.8,283.3
67,Masculino,Centro,Mobile,Electronica,Oro,6,9.5,25,3,0,76.0,4,1,4.7,357.21
62,Masculino,Este,Desktop,Libros,Bronce,8,3.2,11,5,0,,1,1,4.2,209.06
28,Masculino,Sur,Desktop,Deportes,Bronce,3,5.1,26,3,0,154.0,4,0,4.3,126.36
46,Femenino,Oeste,Mobile,Hogar,Platino,5,11.4,27,2,0,11.0,2,1,4.8,329.73
53,Masculino,Norte,Mobile,Hogar,Plata,11,23.7,9,3,0,138.0,12,1,4.9,265.78
42,Femenino,Norte,Tablet,Deportes,Plata,9,16.8,23,3,1,131.0,4,1,3.9,220.29
38,Masculino,Oeste,Mobile,Electronica,Oro,7,9.7,21,4,0,62.0,7,0,3.7,312.45
53,Femenino,Este,Desktop,Electronica,Bronce,8,5.4,26,1,0,71.0,8,1,3.3,246.93
27,Masculino,Oeste,Desktop,Electronica,Platino,4,5.5,17,3,0,61.0,6,0,4.3,297.09
54,Femenino,Norte,Mobile,Deportes,Bronce,12,25.4,13,5,1,132.0,8,0,3.8,243.14
26,Femenino,Sur,Mobile,Electronica,Plata,11,1.0,10,0,0,61.0,4,0,4.8,203.96
41,Femenino,Este,Mobile,Hogar,Oro,6,53.1,11,1,1,136.0,1,0,3.1,215.38
52,Femenino,Oeste,Desktop,Libros,Plata,9,13.1,17,1,0,102.0,3,0,3.3,242.14
66,Femenino,Sur,Desktop,Deportes,Oro,14,13.7,11,2,1,13.0,4,1,3.3,318.46
52,Femenino,Oeste,Tablet,Ropa,Platino,8,1.0,10,4,1,12.0,4,0,4.5,295.53
65,Masculino,Este,Mobile,Electronica,Oro,8,11.2,27,1,0,35.0,5,0,2.7,300.24
53,Masculino,Norte,Mobile,Deportes,Bronce,6,8.0,4,0,0,51.0,6,0,,160.25
35,Femenino,Este,Mobile,Hogar,Plata,8,1.3,28,2,1,43.0,7,1,3.6,299.06
66,Femenino,Centro,Tablet,Electronica,Platino,6,3.9,29,8,1,111.0,7,1,,395.32
56,Femenino,Oeste,Mobile,Electronica,Plata,11,26.5,20,3,1,,2,0,3.5,262.76
49,Femenino,Sur,Mobile,Libros,Plata,5,9.6,12,4,1,15.0,6,0,3.8,240.76
41,Masculino,Sur,Tablet,Hogar,Plata,12,,7,4,0,177.0,6,1,2.7,252.96
40,Masculino,Este,Mobile,Deportes,Bronce,9,1.0,7,2,0,162.0,4,1,3.8,178.8
49,Femenino,Este,Desktop,Deportes,Bronce,11,15.0,16,2,1,39.0,6,0,4.9,219.65
54,Masculino,Este,Mobile,Hogar,Platino,6,,16,2,1,26.0,8,0,4.9,286.53
29,Masculino,Sur,Mobile,Ropa,Plata,9,11.4,14,3,0,112.0,6,1,3.8,222.23
66,Femenino,Norte,Tablet,Ropa,Bronce,9,8.6,23,5,0,176.0,2,0,3.8,221.22
30,Masculino,Sur,Desktop,Ropa,Oro,9,6.8,6,1,0,51.0,3,1,3.2,265.58
40,Femenino,Norte,Mobile,Ropa,Plata,9,10.8,15,3,0,111.0,9,0,5.0,248.41
42,Masculino,Este,Mobile,Deportes,Oro,7,3.2,22,0,0,132.0,6,0,3.2,204.49
52,Femenino,Centro,Mobile,Hogar,Bronce,5,34.0,3,4,0,98.0,8,1,3.6,204.48
58,Masculino,Sur,Desktop,Deportes,Platino,2,10.7,24,5,0,155.0,3,1,2.5,351.58
47,Masculino,Este,Mobile,Ropa,Plata,9,4.5,13,4,1,119.0,5,0,3.4,231.53
34,Masculino,Sur,Desktop,Hogar,Oro,6,7.2,21,4,1,170.0,9,1,2.7,284.74
66,Masculino,Este,Mobile,Hogar,Bronce,7,19.7,15,2,1,56.0,5,1,4.4,261.68
37,Masculino,Sur,Desktop,Hogar,Bronce,4,2.1,20,2,1,69.0,2,0,3.9,148.8
65,Masculino,Oeste,Mobile,Hogar,Bronce,9,4.2,25,3,0,146.0,7,1,3.9,253.85
42,Femenino,Sur,Desktop,Electronica,Platino,8,13.7,21,4,1,4.0,2,0,3.2,354.06
39,Masculino,Oeste,Mobile,Ropa,Bronce,10,4.5,16,4,0,129.0,2,0,4.5,198.89
30,Femenino,Norte,Mobile,Electronica,Oro,9,18.9,28,1,1,50.0,6,0,2.5,280.37
36,Femenino,Sur,Tablet,Ropa,Bronce,9,1.7,21,2,0,84.0,5,1,3.3,233.9
66,Femenino,Norte,Mobile,Ropa,Bronce,2,17.3,25,3,1,70.0,7,1,4.1,268.63
53,Masculino,Centro,Mobile,Hogar,Bronce,6,1.0,18,2,0,148.0,6,0,4.8,178.0
29,Femenino,Oeste,Mobile,Libros,Oro,7,1.0,26,2,0,20.0,5,0,3.1,266.05
58,Masculino,Sur,Mobile,Hogar,Oro,7,27.4,15,3,0,174.0,7,1,3.9,318.02
36,Masculino,Norte,Desktop,Hogar,Platino,9,10.4,24,5,0,27.0,5,1,3.8,393.58
29,Otro,Este,Mobile,Ropa,Platino,6,5.2,29,5,0,26.0,5,1,4.7,395.85
26,Masculino,Norte,Desktop,Hogar,Bronce,6,3.2,19,0,0,160.0,9,0,2.6,152.92
24,Femenino,Sur,Desktop,Electronica,Oro,10,11.5,28,2,1,10.0,7,1,3.6,324.42
45,Femenino,Centro,Desktop,Ropa,Plata,10,8.5,29,4,0,82.0,3,0,3.0,259.94
31,Femenino,Oeste,Mobile,Ropa,Oro,12,57.4,23,3,0,105.0,7,1,2.6,346.15
48,Femenino,Este,Mobile,Ropa,Bronce,8,49.0,25,4,0,,6,0,2.9,292.22
69,Masculino,Norte,Desktop,Electronica,Oro,5,12.1,28,3,0,,7,0,4.9,304.47
36,Masculino,Sur,Mobile,Electronica,Bronce,8,7.0,6,4,1,24.0,3,1,3.0,200.98
64,Femenino,Sur,Desktop,Ropa,Bronce,8,8.1,23,7,0,117.0,4,1,4.8,330.3
33,Masculino,Oeste,Mobile,Libros,Bronce,8,13.8,13,6,1,179.0,7,1,3.0,247.27
22,Masculino,Este,Mobile,Ropa,Bronce,14,1.3,11,1,0,166.0,8,1,4.8,189.9
52,Masculino,Norte,Desktop,Ropa,Plata,2,4.8,9,3,1,46.0,5,0,4.1,195.16
29,Masculino,Norte,Desktop,Electronica,Oro,7,1.0,7,4,1,136.0,5,1,2.8,218.52
42,Masculino,Norte,Desktop,Hogar,Oro,7,1.0,29,4,1,55.0,5,1,4.0,327.99
69,Masculino,Oeste,Desktop,Ropa,Bronce,5,2.6,26,4,0,78.0,4,1,3.3,256.01
38,Femenino,Oeste,Desktop,Electronica,Bronce,7,8.0,16,3,0,159.0,5,1,3.5,180.84
53,Femenino,Este,Mobile,Ropa,Bronce,8,18.4,13,5,0,88.0,5,1,3.6,292.97
40,Femenino,Norte,Tablet,Electronica,Oro,8,8.0,26,3,1,16.0,3,1,3.6,303.84
33,Masculino,Norte,Desktop,Electronica,Bronce,12,4.9,26,3,0,148.0,3,1,4.2,207.95
56,Masculino,Este,Desktop,Electronica,Plata,4,1.0,7,6,1,38.0,3,1,4.4,267.07
62,Masculino,Este,Mobile,Electronica,Bronce,6,9.6,13,3,0,111.0,3,0,3.3,215.1
59,Femenino,Este,Tablet,Electronica,Plata,8,3.8,16,3,0,15.0,6,1,4.8,269.07
56,Femenino,Sur,Mobile,Ropa,Bronce,9,11.5,13,5,0,78.0,6,1,4.8,268.69
31,Masculino,Este,Mobile,Deportes,Bronce,6,45.4,10,5,0,76.0,6,1,2.6,261.31
48,Femenino,Centro,Mobile,Hogar,Bronce,11,1.4,20,3,1,162.0,5,1,2.5,207.29
22,Masculino,Oeste,Mobile,Ropa,Bronce,6,2.9,22,3,0,72.0,3,0,3.6,197.78
52,Femenino,Este,Mobile,Ropa,Bronce,9,7.7,3,1,0,19.0,6,0,4.0,177.85
40,Femenino,Sur,Desktop,Libros,Plata,12,41.5,29,0,0,120.0,6,1,3.2,251.48
46,Femenino,Centro,Desktop,Ropa,Bronce,7,17.7,14,3,0,63.0,5,0,3.1,241.43
60,Femenino,Sur,Mobile,Electronica,Bronce,14,27.4,14,2,0,105.0,4,1,4.2,231.38
28,Femenino,Sur,Desktop,Hogar,Bronce,6,4.9,9,1,0,32.0,5,1,4.0,188.96
35,Masculino,Sur,Mobile,Electronica,Oro,9,58.0,28,4,1,110.0,6,0,2.9,333.3
64,Femenino,Sur,Mobile,Ropa,Plata,8,1.3,14,2,0,165.0,4,0,4.7,208.82
29,Masculino,Norte,Mobile,Ropa,Oro,10,1.0,5,3,0,7.0,4,1,4.2,313.58
26,Femenino,Oeste,Desktop,Deportes,Bronce,9,,7,0,0,176.0,4,0,3.4,202.3
27,Femenino,Norte,Mobile,Ropa,Bronce,5,31.5,7,4,1,139.0,6,1,4.2,159.36
61,Femenino,Centro,Mobile,Hogar,Bronce,7,1.1,22,3,1,87.0,4,1,2.8,240.12
34,Masculino,Norte,Mobile,Libros,Plata,10,,13,4,1,31.0,3,0,3.7,221.67
55,Femenino,Centro,Desktop,Electronica,Plata,6,1.0,13,2,1,172.0,4,0,2.9,188.3
24,Femenino,Este,Desktop,Ropa,Oro,7,1.3,18,2,1,45.0,6,1,2.6,270.69
63,Femenino,Centro,Mobile,Ropa,Oro,8,2.8,28,4,0,56.0,4,0,3.3,348.7
30,Masculino,Norte,Mobile,Ropa,Plata,6,42.1,8,2,0,160.0,3,1,2.9,222.64
57,Masculino,Norte,Desktop,Ropa,Plata,5,,27,2,0,149.0,6,1,4.1,237.5
59,Masculino,Centro,Desktop,Libros,Bronce,7,18.1,16,4,0,31.0,6,1,4.2,305.31
26,Masculino,Norte,Mobile,Hogar,Bronce,4,18.0,25,1,1,1.0,3,0,2.9,184.05
67,Femenino,Centro,Desktop,Hogar,Platino,12,9.2,18,3,1,139.0,3,1,2.6,302.59
44,Masculino,Sur,Tablet,Ropa,Bronce,12,19.2,11,0,0,93.0,2,1,4.5,183.93
19,Otro,Oeste,Mobile,Deportes,Platino,9,10.9,24,3,0,68.0,3,1,2.5,334.54
22,Masculino,Centro,Desktop,Libros,Plata,7,4.5,21,1,1,36.0,5,1,3.4,255.28
46,Masculino,Sur,Mobile,Deportes,Plata,5,9.9,7,2,0,79.0,7,1,3.7,200.6
54,Femenino,Sur,Desktop,Electronica,Bronce,5,9.2,10,3,0,67.0,3,0,4.5,209.19
55,Femenino,Sur,Mobile,Hogar,Plata,7,20.8,16,2,1,51.0,3,1,4.6,246.35
36,Femenino,Sur,Mobile,Electronica,Plata,6,48.0,17,1,0,157.0,6,1,4.3,218.12
25,Femenino,Centro,Desktop,Ropa,Bronce,7,6.4,22,2,1,130.0,7,1,3.1,186.87
65,Femenino,Norte,Desktop,Electronica,Bronce,9,17.3,9,1,1,6.0,3,0,4.3,181.63
62,Masculino,Sur,Mobile,Hogar,Bronce,8,1.3,17,6,0,159.0,6,0,3.1,190.52
18,Otro,Este,Mobile,Hogar,Plata,6,,6,1,0,54.0,8,1,3.0,196.26
39,Otro,Sur,Mobile,Electronica,Bronce,9,5.6,19,1,1,88.0,3,0,3.9,135.33
69,Femenino,Norte,Desktop,Ropa,Oro,8,1.0,21,0,0,168.0,3,0,4.2,204.33
34,Masculino,Norte,Desktop,Ropa,Oro,5,5.4,15,2,0,145.0,5,1,2.6,194.03
24,Femenino,Oeste,Mobile,Ropa,Bronce,9,11.3,3,1,1,5.0,5,1,2.7,161.88
42,Masculino,Oeste,Desktop,Electronica,Plata,6,1.5,24,3,0,2.0,7,0,4.5,255.97
62,Masculino,Sur,Desktop,Ropa,Bronce,8,30.9,24,1,0,58.0,9,1,4.6,300.17
21,Masculino,Sur,Mobile,Deportes,Oro,6,1.0,4,5,0,12.0,4,1,4.0,286.24
53,Masculino,Oeste,Desktop,Electronica,Bronce,7,31.9,15,3,0,5.0,6,1,3.6,291.18
23,Femenino,Sur,Mobile,Electronica,Bronce,8,14.7,8,3,0,106.0,6,1,4.6,198.35
48,Femenino,Este,Desktop,Ropa,Bronce,5,4.8,16,0,0,169.0,5,0,4.3,130.4
36,Femenino,Centro,Mobile,Libros,Oro,8,5.9,18,3,0,148.0,6,1,3.9,247.05
61,Masculino,Oeste,Mobile,Hogar,Bronce,5,16.2,2,1,0,129.0,10,0,3.3,154.22
56,Masculino,Oeste,Mobile,Hogar,Bronce,9,11.0,10,5,1,56.0,4,0,3.0,238.29
44,Masculino,Norte,Desktop,Ropa,Bronce,11,13.4,23,2,1,70.0,3,1,3.5,180.79
27,Otro,Sur,Mobile,Hogar,Bronce,8,5.9,15,2,0,56.0,8,0,3.2,193.86
43,Masculino,Oeste,Mobile,Electronica,Oro,6,8.0,17,3,0,54.0,6,1,3.3,284.21
36,Femenino,Oeste,Tablet,Hogar,Plata,11,55.1,29,7,0,139.0,7,0,3.8,379.2
56,Femenino,Este,Tablet,Libros,Platino,7,2.9,22,2,0,3.0,5,0,2.9,281.25
20,Masculino,Sur,Tablet,Hogar,Bronce,10,6.5,14,2,1,95.0,6,1,4.5,187.11
62,Femenino,Centro,Mobile,Deportes,Bronce,8,4.1,7,4,0,28.0,2,1,2.9,238.19
30,Femenino,Este,Desktop,Hogar,Oro,9,17.4,23,4,0,111.0,4,0,3.7,235.96
67,Femenino,Centro,Mobile,Electronica,Plata,7,17.3,2,2,0,107.0,4,1,4.4,207.9
45,Femenino,Norte,Mobile,Libros,Bronce,7,4.2,22,1,1,120.0,5,0,3.7,159.25
37,Masculino,Oeste,Mobile,Electronica,Plata,12,1.0,26,3,1,133.0,6,0,3.4,242.75
45,Masculino,Este,Mobile,Ropa,Oro,3,1.0,5,3,0,124.0,6,0,3.7,216.56
25,Femenino,Centro,Mobile,Electronica,Bronce,6,6.7,4,6,0,90.0,3,0,4.6,202.55
58,Femenino,Sur,Mobile,Electronica,Oro,9,6.3,18,0,0,16.0,6,0,5.0,251.68
56,Masculino,Norte,Desktop,Ropa,Bronce,8,53.5,3,2,0,31.0,3,1,4.1,221.98
18,Femenino,Norte,Mobile,Ropa,Platino,8,7.6,20,1,0,28.0,7,1,4.5,311.23
20,Femenino,Oeste,Mobile,Ropa,Plata,7,3.6,21,2,1,135.0,3,0,2.5,130.59
30,Femenino,Oeste,Mobile,Hogar,Bronce,9,26.6,24,5,0,137.0,6,1,4.7,253.19
45,Masculino,Centro,Tablet,Electronica,Plata,11,8.1,23,1,1,39.0,9,0,4.9,283.83
66,Femenino,Centro,Mobile,Electronica,Platino,8,11.0,28,4,1,171.0,3,0,3.9,309.43
42,Femenino,Norte,Mobile,Hogar,Oro,7,1.2,9,6,0,27.0,5,0,4.4,281.74
50,Masculino,Centro,Mobile,Ropa,Bronce,8,5.8,26,2,1,76.0,7,0,3.8,196.21
55,Masculino,Oeste,Desktop,Hogar,Plata,15,34.6,16,2,1,117.0,2,1,,284.44
23,Otro,Norte,Mobile,Hogar,Plata,14,10.7,7,4,0,89.0,4,0,4.6,241.84
61,Masculino,Norte,Mobile,Deportes,Bronce,10,5.1,24,1,0,107.0,4,1,4.0,195.46
62,Femenino,Sur,Mobile,Hogar,Bronce,6,11.8,21,3,0,122.0,12,1,3.9,220.96
49,Femenino,Sur,Desktop,Ropa,Plata,13,29.0,3,2,1,126.0,3,1,4.1,277.75
62,Masculino,Centro,Mobile,Hogar,Plata,4,3.8,26,7,0,98.0,4,1,4.6,285.2
64,Femenino,Centro,Desktop,Ropa,Bronce,4,8.4,26,1,0,33.0,7,0,4.3,245.57
38,Masculino,Oeste,Mobile,Ropa,Oro,7,38.2,16,3,0,91.0,6,0,3.0,331.21
33,Femenino,Oeste,Tablet,Deportes,Plata,10,2.3,21,3,0,120.0,9,1,3.7,268.85
38,Masculino,Sur,Desktop,Ropa,Bronce,13,15.3,13,5,0,2.0,6,0,5.0,266.65
28,Femenino,Norte,Desktop,Deportes,Bronce,6,11.4,4,5,0,142.0,3,0,3.9,129.83
54,Masculino,Este,Mobile,Deportes,Plata,10,13.7,11,3,0,13.0,3,1,4.8,250.24
53,Masculino,Este,Mobile,Deportes,Plata,5,5.2,15,4,0,24.0,1,0,4.5,253.36
52,Femenino,Centro,Mobile,Libros,Plata,11,4.5,28,2,0,69.0,4,1,4.2,320.07
36,Masculino,Este,Desktop,Ropa,Bronce,6,13.8,23,4,1,34.0,4,0,3.4,210.27
37,Femenino,Este,Tablet,Ropa,Plata,8,2.9,15,2,1,87.0,2,1,3.3,185.59
35,Masculino,Sur,Mobile,Hogar,Platino,4,6.5,4,4,1,19.0,2,1,4.1,292.04
64,Femenino,Norte,Desktop,Ropa,Bronce,8,2.5,2,0,1,30.0,8,0,3.6,149.05
58,Masculino,Oeste,Mobile,Hogar,Bronce,9,1.0,21,3,0,49.0,8,1,4.5,277.76
66,Femenino,Sur,Tablet,Hogar,Oro,11,42.1,2,3,0,171.0,6,1,4.4,310.57
31,Masculino,Oeste,Mobile,Hogar,Bronce,8,,3,3,0,144.0,7,1,3.3,167.52
32,Masculino,Sur,Mobile,Ropa,Bronce,8,41.8,20,1,1,114.0,1,1,4.3,202.17
48,Masculino,Sur,Mobile,Electronica,Bronce,9,1.8,25,4,1,116.0,6,1,3.7,279.84
18,Masculino,Este,Desktop,Ropa,Bronce,13,10.6,11,0,0,177.0,5,0,3.3,145.63
20,Femenino,Oeste,Desktop,Electronica,Plata,10,2.7,5,4,0,139.0,7,0,3.5,226.85
33,Masculino,Sur,Mobile,Deportes,Bronce,9,18.7,5,2,0,78.0,11,1,4.7,210.97
40,Femenino,Este,Mobile,Ropa,Oro,8,18.4,14,6,0,175.0,1,0,3.4,288.48
28,Masculino,Centro,Mobile,Electronica,Plata,7,1.4,27,2,0,35.0,5,0,3.2,250.56
29,Masculino,Oeste,Mobile,Electronica,Plata,12,29.2,10,4,1,71.0,5,0,3.4,213.95
27,Femenino,Sur,Mobile,Hogar,Bronce,2,2.6,8,3,0,157.0,5,1,3.0,157.61
49,Femenino,Centro,Desktop,Hogar,Plata,6,11.4,17,6,1,,3,1,3.9,252.65
33,Masculino,Este,Desktop,Ropa,Plata,6,50.9,19,3,0,54.0,4,1,2.9,260.13
25,Masculino,Sur,Desktop,Electronica,Oro,6,25.7,4,2,0,23.0,6,1,4.5,279.68
55,Masculino,Este,Desktop,Ropa,Oro,13,37.6,21,2,1,152.0,7,1,3.1,330.5
29,Femenino,Este,Mobile,Ropa,Plata,6,5.0,21,3,0,10.0,7,1,4.0,280.49
41,Femenino,Este,Desktop,Hogar,Plata,6,1.3,11,2,0,61.0,2,0,2.8,183.33
45,Masculino,Oeste,Mobile,Hogar,Oro,9,2.5,25,2,1,136.0,5,0,4.9,237.44
25,Femenino,Centro,Desktop,Ropa,Plata,8,8.3,27,4,1,48.0,8,1,3.6,346.22
45,Femenino,Centro,Mobile,Electronica,Bronce,14,18.9,27,3,0,112.0,6,0,4.6,234.52
53,Femenino,Norte,Desktop,Libros,Bronce,6,2.0,23,7,0,126.0,8,1,4.4,307.82
43,Femenino,Sur,Mobile,Ropa,Platino,4,12.9,17,6,0,157.0,4,1,4.3,322.67
25,Masculino,Este,Mobile,Hogar,Bronce,9,4.7,4,4,1,87.0,4,1,4.6,161.68
67,Masculino,Sur,Desktop,Electronica,Oro,7,5.0,12,4,1,26.0,3,0,2.8,269.59
45,Masculino,Centro,Mobile,Ropa,Bronce,8,13.0,26,3,0,165.0,2,0,4.2,163.28
45,Masculino,Centro,Mobile,Electronica,Plata,8,7.6,11,3,0,52.0,4,1,3.2,234.63
54,Femenino,Este,Desktop,Ropa,Plata,10,20.1,17,5,1,166.0,5,0,4.5,255.35
